Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Total Time (hrs/day),Calls Duration (hrs/day),Apps Installed Category
16,Other,Jaipur,Google Pixel,iOS,6.3,31.3,166,3.4,9195,7.5,2.5,1516,Gaming,23.203333333333333,3.503333333333333,High
16,Other,Hyderabad,Oppo,iOS,8.2,35.7,84,1.3,2841,4.4,1.6,1178,Work,16.291666666666668,0.7916666666666666,Low
21,Female,Ahmedabad,Nokia,Android,9.1,32.9,143,4.5,7829,3.2,4.8,313,Entertainment,25.113333333333337,3.5133333333333336,Medium
47,Male,Chennai,Oppo,iOS,8.8,7.8,81,2.2,7931,4.2,3.0,607,Entertainment,18.31,0.11,Low
44,Female,Jaipur,Samsung,Android,4.6,20.1,134,5.8,5964,6.0,3.5,475,Social Media,22.28833333333333,2.3883333333333336,Medium
16,Male,Mumbai,Apple,iOS,10.6,25.0,16,0.6,5142,0.6,3.6,910,Education,15.946666666666664,0.5466666666666666,Very Low
18,Other,Ahmedabad,Samsung,Android,8.6,6.4,112,2.0,7661,2.2,5.0,464,Entertainment,17.965,0.165,Medium
29,Male,Chennai,Google Pixel,iOS,7.2,33.7,109,5.1,1961,2.8,2.8,1765,Social Media,19.24666666666667,1.346666666666667,Medium
39,Other,Lucknow,Nokia,iOS,9.4,43.1,110,0.7,9045,1.9,4.5,1489,Education,20.08333333333333,3.583333333333333,Medium
60,Female,Mumbai,Google Pixel,iOS,10.3,34.6,98,0.6,465,0.8,2.7,524,Gaming,15.645000000000003,1.245,Low
58,Other,Jaipur,Xiaomi,Android,2.4,13.2,194,4.1,4106,1.7,0.8,267,Social Media,10.113333333333332,1.1133333333333333,High
24,Female,Delhi,Nokia,Android,4.1,6.2,26,4.4,2622,4.4,1.5,663,Education,17.721666666666668,3.3216666666666668,Very Low
36,Other,Lucknow,Oppo,iOS,1.7,13.1,38,4.1,123,5.1,4.8,1983,Work,16.913333333333334,1.2133333333333334,Very Low
51,Male,Pune,Nokia,iOS,6.1,13.3,162,0.5,2163,1.2,1.2,292,Entertainment,11.268333333333333,2.268333333333333,High
38,Other,Hyderabad,Apple,iOS,10.5,19.2,88,2.2,8718,4.7,3.8,1148,Work,21.391666666666666,0.1916666666666666,Low
15,Other,Kolkata,Nokia,iOS,6.5,11.4,146,5.9,1484,4.4,4.9,1230,Entertainment,25.948333333333338,4.248333333333333,Medium
35,Male,Kolkata,Vivo,Android,6.0,26.7,62,5.2,1983,6.8,3.4,712,Social Media,24.70833333333333,3.308333333333333,Low
36,Male,Delhi,OnePlus,Android,10.0,4.0,25,1.3,4246,3.7,2.5,477,Social Media,18.65333333333333,1.153333333333333,Very Low
19,Female,Mumbai,Realme,iOS,8.3,26.1,155,1.0,9191,4.5,4.6,824,Gaming,18.951666666666664,0.5516666666666666,High
42,Male,Jaipur,Xiaomi,iOS,1.8,27.4,78,2.1,1918,6.0,1.0,1548,Social Media,14.741666666666667,3.841666666666667,Low
55,Other,Lucknow,Nokia,Android,5.7,28.9,152,2.2,182,4.1,0.9,1865,Gaming,16.323333333333334,3.4233333333333333,Medium
17,Female,Bangalore,Samsung,Android,9.9,33.6,144,5.6,1576,6.1,3.8,206,Social Media,26.593333333333334,1.1933333333333331,Medium
28,Female,Chennai,OnePlus,iOS,8.8,37.7,25,4.3,8411,4.7,3.8,1497,Gaming,26.311666666666667,4.711666666666667,Very Low
47,Other,Lucknow,Nokia,Android,2.7,41.8,71,6.0,2355,2.0,2.7,1606,Gaming,15.263333333333332,1.8633333333333333,Low
36,Female,Delhi,Apple,iOS,1.2,28.1,97,4.9,4711,6.5,3.6,574,Education,16.305000000000003,0.105,Low
34,Other,Bangalore,Vivo,Android,6.3,16.2,53,1.7,4756,4.1,0.9,1425,Education,13.28,0.28,Very Low
30,Male,Pune,Nokia,Android,4.8,21.0,188,5.1,8244,6.1,4.9,886,Gaming,21.576666666666664,0.6766666666666666,High
51,Other,Hyderabad,Nokia,Android,9.2,26.7,32,0.9,4404,3.1,2.9,531,Social Media,18.831666666666663,2.731666666666667,Very Low
60,Male,Delhi,Oppo,iOS,5.5,45.2,81,2.2,5864,5.9,4.6,1468,Work,22.66166666666667,4.461666666666667,Low
21,Male,Delhi,Oppo,iOS,6.0,16.8,105,4.9,206,2.6,3.1,682,Social Media,19.58833333333333,2.9883333333333337,Medium
54,Female,Bangalore,Nokia,iOS,11.2,40.4,51,5.0,2352,4.4,2.7,391,Social Media,23.558333333333334,0.2583333333333333,Very Low
23,Male,Ahmedabad,Nokia,iOS,4.5,22.6,149,1.2,2227,5.3,0.6,117,Entertainment,13.296666666666669,1.6966666666666663,Medium
41,Other,Delhi,Realme,iOS,11.6,24.8,120,1.0,3972,3.8,2.2,1498,Gaming,18.80833333333333,0.2083333333333333,Medium
54,Other,Ahmedabad,Apple,iOS,6.4,42.3,157,1.2,2532,1.8,2.1,1206,Education,12.835,1.335,High
20,Other,Ahmedabad,OnePlus,iOS,4.3,42.5,197,5.9,3626,1.6,3.7,428,Social Media,19.62833333333333,4.128333333333333,High
54,Male,Kolkata,Xiaomi,iOS,5.1,18.9,171,2.5,6474,6.2,2.2,937,Work,20.16,4.16,High
53,Other,Chennai,OnePlus,Android,8.6,22.5,23,4.1,9386,2.7,2.9,1521,Social Media,19.6,1.3,Very Low
33,Male,Chennai,Samsung,Android,3.6,42.1,174,3.6,2782,4.8,3.1,1975,Work,18.668333333333333,3.5683333333333334,High
26,Other,Delhi,Xiaomi,Android,3.9,24.0,55,2.2,8942,0.7,0.7,1164,Social Media,12.338333333333336,4.838333333333334,Very Low
42,Male,Bangalore,Motorola,Android,1.9,16.1,59,3.0,3219,3.2,1.7,721,Gaming,12.735,2.935,Low
44,Male,Chennai,Realme,Android,2.3,27.7,123,2.9,1109,5.6,4.0,685,Work,17.871666666666666,3.0716666666666668,Medium
41,Female,Hyderabad,Nokia,iOS,10.3,28.2,178,2.5,2437,7.6,4.7,1132,Gaming,30.051666666666662,4.951666666666667,High
33,Other,Delhi,Nokia,Android,8.0,7.0,93,0.9,143,6.6,4.6,1711,Gaming,20.30666666666667,0.2066666666666666,Low
24,Other,Hyderabad,Samsung,iOS,9.7,22.1,179,0.6,5413,1.1,2.6,533,Education,15.588333333333331,1.5883333333333334,High
42,Other,Delhi,Samsung,Android,1.8,27.6,164,0.7,4702,7.9,5.0,555,Work,19.08,3.68,High
49,Male,Ahmedabad,Oppo,Android,7.2,7.6,139,2.6,6083,3.2,3.3,969,Social Media,17.603333333333335,1.3033333333333337,Medium
23,Female,Lucknow,Nokia,iOS,5.2,11.3,58,3.5,9724,3.7,2.5,469,Gaming,16.91333333333333,2.013333333333333,Low
32,Male,Ahmedabad,Xiaomi,Android,7.0,15.1,168,4.2,7814,5.2,4.6,221,Education,23.043333333333333,2.043333333333333,High
60,Other,Chennai,Apple,Android,8.6,22.7,90,2.0,5561,1.1,0.6,987,Social Media,12.93,0.63,Low
46,Male,Delhi,Nokia,Android,4.0,22.4,182,4.3,2828,3.5,1.9,418,Gaming,15.286666666666669,1.586666666666667,High
23,Female,Kolkata,Samsung,Android,11.9,32.5,15,3.0,7544,3.0,0.3,507,Work,21.62333333333333,3.4233333333333333,Very Low
54,Female,Jaipur,OnePlus,iOS,2.0,3.3,87,4.8,8927,6.6,1.6,1943,Entertainment,18.845,3.845,Low
39,Other,Kolkata,Xiaomi,iOS,2.6,10.9,165,5.9,2287,5.7,2.2,1626,Education,17.336666666666666,0.9366666666666668,High
26,Other,Kolkata,Nokia,iOS,2.2,8.4,54,3.1,4650,0.6,3.2,333,Work,13.813333333333336,4.713333333333334,Very Low
18,Other,Mumbai,Realme,iOS,7.0,31.7,98,2.9,6495,3.9,4.6,154,Entertainment,20.99333333333333,2.5933333333333333,Low
18,Female,Pune,Nokia,Android,1.5,42.0,143,1.8,9182,6.5,0.7,1111,Education,15.016666666666666,4.516666666666667,Medium
43,Male,Mumbai,Oppo,iOS,5.1,7.5,172,2.4,7965,5.9,1.3,1613,Education,16.945,2.245,High
52,Other,Kolkata,Xiaomi,iOS,11.2,4.7,177,4.5,5427,2.8,0.4,294,Education,19.38833333333333,0.4883333333333333,High
30,Male,Ahmedabad,Samsung,iOS,3.2,27.8,198,1.0,7512,5.3,1.7,1570,Gaming,14.855,3.655,High
53,Other,Bangalore,Nokia,iOS,6.6,35.0,116,5.0,8288,3.3,2.9,1931,Social Media,21.313333333333333,3.5133333333333336,Medium
15,Other,Bangalore,Oppo,Android,12.0,10.2,195,4.0,5162,1.3,2.7,817,Gaming,24.195,4.194999999999999,High
29,Female,Bangalore,Realme,iOS,1.8,48.0,64,1.0,3538,1.4,2.9,1987,Work,7.493333333333333,0.3933333333333333,Low
31,Female,Kolkata,Google Pixel,iOS,8.2,26.8,63,3.5,4356,5.9,1.4,628,Education,19.511666666666667,0.5116666666666666,Low
33,Other,Lucknow,Motorola,iOS,6.9,40.8,86,2.1,4877,6.2,0.3,538,Education,20.285,4.785,Low
52,Other,Chennai,Apple,iOS,4.1,46.3,173,5.8,6556,6.5,4.0,1038,Gaming,24.093333333333334,3.693333333333333,High
15,Other,Ahmedabad,Samsung,iOS,3.0,26.4,200,5.9,4993,7.7,3.3,1670,Social Media,22.89666666666667,2.996666666666667,High
43,Male,Ahmedabad,Samsung,Android,7.3,26.1,12,0.9,7429,3.7,3.1,1616,Social Media,17.898333333333333,2.898333333333333,Very Low
17,Female,Delhi,Vivo,Android,4.4,31.4,106,5.1,9547,1.3,4.1,616,Education,15.83,0.93,Medium
43,Other,Lucknow,OnePlus,Android,3.1,29.5,171,2.9,3833,5.0,3.3,1412,Gaming,18.845,4.545,High
33,Female,Hyderabad,Xiaomi,iOS,2.6,40.3,89,5.4,8151,1.9,3.3,1897,Education,13.451666666666666,0.2516666666666666,Low
41,Female,Bangalore,Vivo,iOS,6.4,14.9,123,2.9,3003,4.6,4.2,1026,Entertainment,23.01833333333333,4.918333333333334,Medium
59,Male,Kolkata,Google Pixel,iOS,6.6,39.6,182,5.0,6406,4.1,1.3,788,Entertainment,19.238333333333333,2.2383333333333337,High
59,Female,Jaipur,Apple,Android,9.9,33.4,106,2.2,7398,2.9,4.1,950,Work,22.581666666666667,3.481666666666667,Medium
29,Other,Hyderabad,Motorola,Android,10.5,10.7,154,3.6,5604,7.1,3.9,1093,Entertainment,29.42333333333333,4.323333333333333,High
42,Male,Bangalore,Motorola,Android,11.1,6.9,101,3.0,6459,3.4,3.2,199,Education,21.566666666666663,0.8666666666666667,Low
23,Other,Pune,Vivo,Android,3.0,26.9,192,5.1,7625,6.8,2.7,414,Entertainment,18.525,0.925,High
55,Female,Delhi,Motorola,iOS,3.3,27.6,120,3.2,1691,6.5,0.2,1596,Social Media,15.223333333333333,2.023333333333333,Medium
21,Female,Lucknow,OnePlus,Android,4.6,33.5,119,1.8,6946,4.3,3.6,1307,Work,16.796666666666667,2.496666666666667,Medium
29,Male,Delhi,OnePlus,iOS,11.0,40.9,32,3.3,819,5.6,2.4,1524,Social Media,22.751666666666665,0.4516666666666667,Very Low
35,Female,Delhi,Vivo,iOS,3.5,46.6,65,3.8,1391,0.7,3.8,383,Gaming,13.348333333333334,1.5483333333333331,Low
41,Male,Delhi,Apple,Android,11.2,46.0,152,3.4,3082,2.4,2.5,768,Gaming,24.411666666666665,4.911666666666666,Medium
46,Other,Kolkata,Apple,Android,9.1,46.0,63,5.9,5106,7.1,2.3,418,Gaming,27.925,3.525,Low
18,Female,Ahmedabad,Motorola,Android,7.1,7.5,13,4.7,9852,2.9,2.8,1581,Gaming,19.261666666666667,1.7616666666666667,Very Low
22,Female,Delhi,Motorola,Android,10.1,27.6,118,0.9,7875,6.6,4.6,774,Work,23.736666666666668,1.5366666666666666,Medium
40,Male,Delhi,Samsung,Android,10.4,29.8,193,3.9,2879,4.6,2.7,1899,Work,22.901666666666664,1.3016666666666663,High
54,Female,Delhi,Google Pixel,iOS,7.3,23.3,163,4.8,9512,2.4,3.4,1422,Work,21.311666666666664,3.411666666666666,High
54,Female,Mumbai,OnePlus,Android,4.6,1.1,29,3.8,300,7.9,2.5,1830,Gaming,21.59333333333333,2.793333333333333,Very Low
31,Male,Ahmedabad,Vivo,iOS,10.7,34.8,25,4.4,2886,1.2,4.2,325,Entertainment,22.82333333333333,2.3233333333333333,Very Low
17,Other,Hyderabad,OnePlus,Android,10.6,8.4,109,1.4,3303,7.1,5.0,491,Gaming,24.89666666666667,0.7966666666666666,Medium
36,Male,Pune,OnePlus,Android,7.4,41.6,21,0.5,5857,5.2,4.6,1723,Work,19.72,2.02,Very Low
48,Other,Chennai,Google Pixel,iOS,8.2,3.9,83,0.5,8420,0.6,2.3,1251,Work,14.748333333333331,3.148333333333333,Low
51,Other,Ahmedabad,Vivo,iOS,3.9,3.0,134,5.7,681,5.9,1.0,1377,Work,19.168333333333333,2.668333333333333,Medium
52,Other,Bangalore,Vivo,iOS,1.9,23.9,185,1.0,4337,1.0,2.2,1995,Social Media,10.751666666666669,4.651666666666667,High
54,Male,Hyderabad,Oppo,Android,4.6,11.0,194,1.5,6285,2.6,2.0,1677,Education,11.721666666666666,1.0216666666666667,High
43,Other,Bangalore,Google Pixel,Android,6.4,30.5,112,5.7,446,7.5,3.5,1843,Gaming,26.82,3.72,Medium
28,Female,Jaipur,Google Pixel,Android,5.7,5.6,128,3.2,1013,5.2,0.5,863,Education,19.055,4.455,Medium
24,Male,Delhi,OnePlus,iOS,3.9,10.8,81,3.1,4073,5.3,3.5,573,Education,17.811666666666667,2.0116666666666667,Low
22,Female,Kolkata,Oppo,Android,3.0,45.3,142,0.8,7728,7.1,4.8,1939,Entertainment,16.181666666666665,0.4816666666666666,Medium
23,Female,Ahmedabad,Google Pixel,Android,3.6,30.8,57,5.8,3073,1.3,4.8,1637,Education,16.68166666666667,1.1816666666666669,Very Low
42,Other,Jaipur,Nokia,Android,11.7,38.7,77,4.4,8650,2.1,0.3,652,Work,23.450000000000003,4.95,Low
28,Other,Chennai,Oppo,Android,11.0,41.3,133,2.1,651,3.4,1.7,579,Social Media,19.31,1.11,Medium
58,Other,Bangalore,Xiaomi,iOS,5.3,15.1,181,5.2,7060,5.4,4.1,1777,Work,24.205,4.205,High
23,Female,Jaipur,Google Pixel,iOS,3.4,20.1,15,1.2,3643,2.6,2.6,494,Entertainment,14.661666666666664,4.861666666666666,Very Low
45,Female,Jaipur,Xiaomi,iOS,11.5,48.7,67,4.9,9029,4.7,1.9,365,Entertainment,23.576666666666664,0.5766666666666667,Low
15,Other,Pune,Nokia,Android,2.9,45.4,86,4.0,5477,3.6,2.7,1033,Entertainment,13.611666666666666,0.4116666666666667,Low
46,Male,Ahmedabad,Oppo,Android,3.4,15.9,134,1.9,5187,3.7,2.0,1822,Social Media,13.758333333333333,2.7583333333333333,Medium
19,Other,Ahmedabad,Oppo,iOS,10.8,28.5,64,0.8,9032,2.0,3.7,1199,Social Media,20.473333333333333,3.1733333333333333,Low
44,Other,Pune,Realme,Android,8.1,3.8,104,0.9,9366,7.3,2.8,1486,Social Media,21.89,2.79,Low
35,Male,Mumbai,Nokia,iOS,3.6,47.0,70,0.7,3158,6.6,3.2,1397,Social Media,15.756666666666664,1.6566666666666667,Low
19,Other,Mumbai,Nokia,Android,6.8,42.8,168,5.7,3773,4.7,2.9,1309,Education,22.973333333333333,2.873333333333333,High
33,Male,Chennai,Samsung,Android,10.4,8.9,122,0.8,2941,4.7,3.3,1090,Gaming,22.540000000000003,3.3400000000000003,Medium
41,Other,Pune,Oppo,iOS,11.5,33.4,14,5.0,8619,0.9,3.9,514,Social Media,22.55,1.25,Very Low
33,Female,Hyderabad,Xiaomi,Android,4.1,34.5,66,5.1,6205,6.9,1.2,542,Social Media,20.566666666666663,3.2666666666666666,Low
31,Other,Mumbai,Samsung,Android,10.0,13.9,166,1.5,3500,4.0,0.9,1415,Entertainment,20.74833333333333,4.348333333333333,High
25,Male,Chennai,OnePlus,iOS,10.3,29.7,89,1.0,6160,0.8,1.5,917,Work,18.485000000000003,4.885000000000001,Low
37,Male,Kolkata,Oppo,iOS,2.2,34.6,152,3.7,1860,7.6,3.1,377,Education,18.511666666666667,1.9116666666666664,Medium
33,Female,Chennai,Apple,iOS,6.4,8.7,43,3.2,5454,2.5,0.2,1849,Work,13.73,1.43,Very Low
45,Female,Pune,Motorola,Android,1.2,29.8,23,2.0,1147,7.5,2.5,868,Gaming,17.39666666666667,4.196666666666667,Very Low
56,Male,Pune,Motorola,iOS,4.3,16.9,23,2.1,9065,7.2,3.8,284,Entertainment,19.44166666666667,2.0416666666666665,Very Low
17,Male,Mumbai,Samsung,Android,10.5,40.5,181,4.8,7869,7.3,2.6,1500,Education,29.788333333333338,4.588333333333334,High
46,Female,Kolkata,Motorola,iOS,2.0,20.5,47,2.2,3042,2.4,4.2,185,Gaming,11.338333333333336,0.5383333333333333,Very Low
40,Female,Delhi,Google Pixel,iOS,3.5,43.0,106,3.3,1033,8.0,0.7,194,Gaming,16.883333333333333,1.3833333333333333,Medium
19,Other,Kolkata,Oppo,Android,2.0,33.6,57,2.3,3361,1.0,2.1,992,Gaming,8.391666666666667,0.9916666666666668,Very Low
49,Male,Delhi,Vivo,iOS,6.7,9.8,134,5.8,9828,4.2,1.8,1468,Social Media,21.626666666666665,3.1266666666666665,Medium
37,Male,Pune,Samsung,iOS,12.0,23.2,151,1.2,5762,4.9,4.2,441,Education,23.35666666666667,1.0566666666666666,Medium
58,Male,Ahmedabad,Vivo,Android,1.7,5.3,160,3.8,7094,5.5,1.5,1148,Education,16.3,3.8,High
29,Female,Mumbai,Google Pixel,iOS,5.4,30.7,39,3.6,2061,6.1,4.3,747,Social Media,22.49,3.0900000000000003,Very Low
48,Other,Bangalore,Nokia,Android,9.0,14.0,103,3.3,6856,6.3,2.8,1314,Gaming,24.535000000000004,3.135,Low
17,Male,Mumbai,Apple,Android,1.8,15.5,175,1.7,4871,3.9,2.6,245,Education,12.713333333333331,2.7133333333333334,High
33,Other,Jaipur,Nokia,iOS,8.3,23.9,26,3.8,9983,4.6,3.6,253,Work,20.578333333333337,0.2783333333333333,Very Low
57,Male,Kolkata,Apple,Android,1.4,40.0,185,5.5,721,1.0,2.2,284,Gaming,14.375000000000002,4.275,High
44,Other,Ahmedabad,Samsung,Android,7.9,39.6,50,5.4,3985,0.8,0.2,1131,Social Media,15.473333333333334,1.1733333333333331,Very Low
55,Other,Hyderabad,Google Pixel,Android,1.9,50.0,137,5.0,375,3.0,0.9,1299,Education,13.756666666666668,2.9566666666666666,Medium
35,Other,Hyderabad,Google Pixel,iOS,9.7,19.8,60,4.5,2637,4.9,0.0,459,Education,19.375,0.275,Low
56,Male,Bangalore,Samsung,Android,3.0,26.9,117,1.4,1709,5.7,4.6,1286,Entertainment,16.343333333333334,1.643333333333333,Medium
19,Female,Chennai,Samsung,iOS,7.4,1.5,171,2.2,9257,5.3,1.4,1979,Entertainment,20.51,4.21,High
36,Female,Mumbai,Apple,Android,6.8,49.5,90,1.4,7273,1.2,0.2,1400,Social Media,14.408333333333331,4.808333333333334,Low
41,Female,Jaipur,Google Pixel,iOS,4.0,38.3,170,3.6,9853,6.7,3.5,561,Social Media,21.005000000000003,3.205,High
46,Other,Mumbai,Apple,iOS,2.9,37.2,57,1.1,9319,0.6,4.9,1628,Social Media,10.818333333333332,1.3183333333333331,Very Low
17,Female,Ahmedabad,Vivo,Android,9.3,10.3,105,0.6,3938,5.1,3.3,1731,Gaming,20.005,1.7049999999999998,Medium
43,Other,Mumbai,Samsung,Android,2.9,6.2,125,2.2,1759,5.4,3.3,823,Gaming,14.833333333333334,1.0333333333333334,Medium
58,Male,Ahmedabad,Samsung,Android,8.8,32.7,70,1.2,5580,6.5,4.4,1871,Entertainment,25.051666666666662,4.151666666666666,Low
35,Female,Jaipur,Google Pixel,Android,9.8,48.7,165,1.7,8396,3.4,1.8,1855,Entertainment,21.136666666666667,4.4366666666666665,High
54,Other,Hyderabad,Oppo,iOS,4.1,33.3,122,1.0,1550,3.7,0.9,1068,Work,11.590000000000002,1.89,Medium
59,Other,Mumbai,Apple,iOS,1.7,24.6,102,4.6,2662,5.8,0.1,974,Entertainment,14.343333333333332,2.143333333333333,Low
19,Female,Delhi,Xiaomi,iOS,10.6,31.0,161,4.4,695,6.0,4.6,1535,Entertainment,27.03833333333333,1.4383333333333332,High
54,Female,Kolkata,Samsung,iOS,8.7,40.1,40,3.6,2489,5.9,4.8,115,Social Media,23.95833333333333,0.9583333333333334,Very Low
42,Male,Mumbai,Google Pixel,iOS,8.5,1.4,117,6.0,5597,0.5,0.9,506,Gaming,16.301666666666666,0.4016666666666666,Medium
59,Female,Delhi,Nokia,Android,11.5,31.7,186,4.3,4605,4.2,0.4,1430,Gaming,22.931666666666665,2.5316666666666667,High
39,Female,Delhi,Nokia,iOS,1.9,22.9,96,1.5,5896,5.4,1.8,741,Education,13.701666666666668,3.1016666666666666,Low
25,Other,Bangalore,Google Pixel,Android,5.2,48.0,197,5.9,7265,7.6,4.9,881,Education,25.285,1.6849999999999998,High
19,Female,Bangalore,Motorola,Android,3.4,12.5,135,3.6,7156,5.2,1.5,1509,Gaming,14.843333333333332,1.143333333333333,Medium
19,Other,Delhi,Xiaomi,iOS,2.9,49.1,45,1.6,454,1.8,3.1,435,Social Media,9.518333333333334,0.1183333333333333,Very Low
15,Other,Ahmedabad,OnePlus,Android,5.1,29.4,61,0.5,4478,7.9,3.2,655,Gaming,18.65,1.95,Low
30,Male,Kolkata,Vivo,Android,6.4,6.0,75,2.9,1695,5.4,4.4,1981,Entertainment,22.951666666666668,3.8516666666666666,Low
44,Male,Bangalore,Xiaomi,Android,11.5,47.1,14,0.7,3082,5.6,0.8,318,Entertainment,22.86,4.26,Very Low
31,Other,Lucknow,Xiaomi,Android,5.5,34.3,20,3.7,8933,1.4,0.7,979,Social Media,11.68,0.38,Very Low
40,Female,Jaipur,Xiaomi,iOS,10.7,35.0,140,1.0,8463,7.7,0.3,157,Work,20.595,0.895,Medium
51,Other,Kolkata,Apple,iOS,2.9,46.8,157,5.2,5949,7.9,1.3,1020,Social Media,20.375,3.075,High
37,Male,Jaipur,Xiaomi,iOS,10.9,12.1,147,3.4,2088,7.7,4.7,572,Work,28.046666666666667,1.346666666666667,Medium
49,Female,Ahmedabad,Nokia,iOS,2.7,48.7,174,3.5,3474,4.6,4.6,486,Work,16.085,0.685,High
56,Male,Mumbai,Vivo,iOS,4.1,28.6,192,2.7,3124,6.3,3.7,1567,Social Media,21.235,4.4350000000000005,High
36,Other,Hyderabad,Oppo,Android,8.4,34.1,56,4.1,6442,1.2,1.2,175,Social Media,17.556666666666665,2.6566666666666667,Very Low
37,Other,Jaipur,Oppo,Android,8.0,43.5,191,3.0,9904,1.8,0.7,107,Entertainment,15.15,1.65,High
24,Other,Lucknow,OnePlus,Android,7.4,27.9,59,1.8,8461,3.9,0.7,580,Social Media,17.648333333333333,3.8483333333333336,Low
36,Female,Kolkata,Xiaomi,Android,10.2,46.2,46,3.7,5975,4.1,0.3,1137,Work,23.14,4.84,Very Low
54,Male,Delhi,Google Pixel,iOS,8.7,7.3,29,3.4,248,3.0,1.7,1556,Work,17.441666666666666,0.6416666666666667,Very Low
56,Female,Mumbai,Google Pixel,Android,1.1,19.4,40,3.4,6097,6.8,3.5,1921,Entertainment,15.308333333333334,0.5083333333333333,Very Low
33,Male,Bangalore,Nokia,iOS,5.1,27.1,48,3.3,7374,5.4,4.5,996,Entertainment,20.61833333333333,2.3183333333333334,Very Low
52,Male,Lucknow,Vivo,Android,11.6,38.1,81,1.3,587,6.0,1.4,977,Work,20.46833333333333,0.1683333333333333,Low
52,Male,Delhi,Nokia,iOS,5.9,39.0,169,3.7,325,6.4,3.3,1622,Work,21.39333333333333,2.0933333333333333,High
16,Male,Lucknow,Apple,iOS,2.4,10.0,104,2.0,612,2.5,0.7,358,Work,9.746666666666668,2.146666666666667,Low
47,Other,Mumbai,Oppo,iOS,8.9,28.7,40,1.9,4166,4.3,0.4,1568,Social Media,20.47833333333333,4.9783333333333335,Very Low
19,Other,Bangalore,Motorola,iOS,7.9,8.0,70,5.5,3150,3.9,0.7,714,Education,20.433333333333334,2.433333333333333,Low
46,Female,Pune,Google Pixel,Android,6.6,6.5,186,3.8,8466,4.0,4.2,1163,Gaming,23.085,4.485,High
31,Male,Bangalore,Realme,Android,8.7,44.9,150,3.8,1739,2.0,3.4,240,Work,19.715,1.815,Medium
59,Female,Pune,Realme,Android,4.9,6.9,141,0.8,9518,2.6,4.6,1748,Education,16.14,3.24,Medium
58,Female,Jaipur,Vivo,iOS,9.6,12.4,124,1.6,7809,1.6,0.7,1906,Social Media,15.308333333333332,1.8083333333333331,Medium
30,Male,Mumbai,Google Pixel,Android,9.2,31.0,177,2.2,2020,1.8,4.5,525,Work,19.73,2.03,High
42,Other,Ahmedabad,Google Pixel,iOS,2.0,41.9,103,0.8,6403,7.0,2.2,1732,Social Media,12.838333333333331,0.8383333333333333,Low
56,Male,Chennai,Xiaomi,iOS,1.3,5.7,27,3.0,9167,7.2,1.4,755,Gaming,15.32,2.42,Very Low
52,Other,Hyderabad,Samsung,Android,2.4,26.3,83,1.1,6235,6.0,0.7,151,Entertainment,12.22,2.02,Low
48,Male,Mumbai,Oppo,iOS,8.5,13.5,135,4.5,2149,6.5,4.5,439,Education,28.97833333333333,4.9783333333333335,Medium
36,Female,Hyderabad,Apple,Android,1.5,26.4,172,3.7,8616,6.7,1.6,505,Education,14.138333333333334,0.6383333333333333,High
59,Other,Jaipur,Samsung,iOS,6.4,33.6,125,3.8,114,7.0,1.3,1447,Gaming,18.695,0.1949999999999999,Medium
16,Female,Mumbai,Vivo,Android,11.1,14.8,23,3.8,811,7.9,3.8,595,Gaming,31.46333333333333,4.863333333333333,Very Low
38,Female,Chennai,Realme,iOS,2.1,39.1,190,5.0,5259,2.3,4.1,1650,Education,14.263333333333332,0.7633333333333333,High
60,Other,Delhi,Vivo,iOS,4.1,7.7,27,0.7,4109,6.3,4.6,1046,Entertainment,18.725,3.025,Very Low
50,Male,Hyderabad,Motorola,Android,8.9,8.3,130,2.9,5242,4.6,2.2,974,Gaming,20.45833333333333,1.8583333333333332,Medium
21,Other,Chennai,Apple,iOS,9.4,7.2,166,3.3,885,4.3,3.6,1524,Work,20.971666666666668,0.3716666666666667,High
39,Other,Bangalore,Google Pixel,iOS,9.0,38.9,175,5.7,5099,6.8,3.7,327,Education,30.19333333333333,4.993333333333334,High
41,Male,Hyderabad,Samsung,iOS,2.0,46.0,115,2.7,4231,5.2,4.7,1209,Social Media,18.82166666666667,4.221666666666667,Medium
42,Female,Kolkata,Oppo,iOS,8.6,48.5,40,5.0,2037,1.7,2.7,1623,Entertainment,22.723333333333333,4.723333333333333,Very Low
39,Other,Delhi,OnePlus,iOS,11.0,29.3,66,3.7,1394,4.7,3.5,1742,Social Media,24.44,1.54,Low
59,Male,Pune,Samsung,iOS,8.4,47.5,176,2.1,9851,3.6,3.0,1716,Gaming,20.30666666666667,3.2066666666666666,High
46,Male,Jaipur,Samsung,Android,10.8,27.3,174,4.9,4156,1.2,4.8,1947,Education,22.21666666666667,0.5166666666666667,High
43,Male,Hyderabad,Google Pixel,iOS,6.7,37.4,180,3.3,7593,5.1,4.4,1661,Entertainment,19.738333333333333,0.2383333333333333,High
28,Female,Ahmedabad,Realme,iOS,8.0,43.4,18,2.8,2239,4.4,1.7,186,Entertainment,18.595,1.695,Very Low
55,Male,Pune,Vivo,Android,1.7,18.7,136,5.4,4223,5.6,3.6,921,Work,17.145,0.8450000000000001,Medium
